SMILES,Marked Bonds,
O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,"[(17, 19), (7, 8)]",
O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,"[(7, 8), (17, 19), (6, 7)]",
[H][C@@]12CC3CC(C3(C)C)[C@]1(C)OB([C@H](CC[C@@H](CC(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C)NC(=O)CC1=CC=CS1)O2,"[(10, 30)]",
[H][C@@]12CC3CC(C3(C)C)[C@]1(C)OB([C@H](CC[C@@H](CC(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C)NC(=O)CC1=CC=CS1)O2,"[(10, 30), (10, 11)]",
[H][C@@]12CC3CC(C3(C)C)[C@]1(C)OB([C@H](Cl)CC[C@@H](CC(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C)O2,"[(12, 13), (13, 14)]",
[H][C@@]12CC3CC(C3(C)C)[C@]1(C)OB(CC[C@@H](CC(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C)O2,"[(10, 11), (11, 31)]",
CC(C)(C)OC(=O)C[C@H](CCB1OC(C)(C)C(C)(C)O1)O[Si](C)(C)C(C)(C)C,"[(10, 11)]",
C/C=C1/C(=O)CN(C(=O)OC(C)(C)C)[C@@H]1C(=O)OC(C)(C)C,"[(1, 2)]",
C=CC[C@@H]1C[C@H]1OC(=O)N[C@H](C(=O)O)C(C)(C)C,"[(7, 9)]",
C=CC[C@@H]1C[C@H]1OC(=O)N[C@H](C(=O)O)C(C)(C)C,"[(7, 9), (6, 7)]",
C=CC[C@@H]1C[C@H]1OC(=O)ON1C(=O)CCC1=O,"[(6, 7)]",
C=CCC(F)(F)c1nc2ccc(OC)cc2nc1Cl,"[(17, 18)]",
C=CCC(F)(F)c1nc2ccc(OC)cc2nc1Cl,"[(16, 17), (6, 7), (17, 18)]",
C=CCC(F)(F)c1nc2ccc(OC)cc2nc1Cl,"[(16, 17), (17, 18), (6, 7), (17, 6)]",
C=CCC(F)(F)c1nc2ccc(OC)cc2nc1N,"[(16, 17), (6, 7)]",
C=CCC(F)(F)c1nc2ccc(OC)cc2nc1N,"[(16, 17), (6, 7), (17, 6)]",
C=CCC(F)(F)/C(C#N)=N/c1ccccc1,"[(6, 9), (6, 7)]",
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,"[(41, 43)]",
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,"[(41, 43), (21, 22)]",
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,"[(41, 43), (21, 22), (5, 6)]",
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,"[(41, 43), (5, 6), (21, 22), (38, 39)]",
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)OC,"[(21, 22)]",
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)OC,"[(21, 22), (5, 6)]",
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)OC,"[(5, 6), (21, 22), (38, 39)]",
C=CC[C@@H]1C[C@H]1OC(=O)N[C@H](C(=O)N1C[C@H](Oc2nc3cc(OC)ccc3nc2C(F)(F)CC=C)[C@@H](CC)[C@H]1C(=O)OC)C(C)(C)C,"[(11, 13)]",
C=CC[C@@H]1C[C@H]1OC(=O)N[C@H](C(=O)N1C[C@H](Oc2nc3cc(OC)ccc3nc2C(F)(F)CC=C)[C@@H](CC)[C@H]1C(=O)OC)C(C)(C)C,"[(11, 13), (16, 17)]",
[H]N1C[C@H](OC2=NC3=CC(OC)=CC=C3N=C2C(F)(F)CC=C)[C@@H](CC)[C@H]1C(=O)OC,"[(6, 7)]",
[H][C@]12CC(=O)[C@H](CC(C)C)CN1CCC1=CC(OC([2H])([2H])[2H])=C(OC([2H])([2H])[2H])C=C12,"[(14, 1), (10, 11)]",
[H][C@]12CC(=O)[C@H](CC(C)C)CN1CCC1=CC(OC([2H])([2H])[2H])=C(OC([2H])([2H])[2H])C=C12,"[(14, 1), (10, 11), (1, 2)]",
[H][C@]12CC(=O)[C@H](CC(C)C)CN1CCC1=CC(OC([2H])([2H])[2H])=C(OC([2H])([2H])[2H])C=C12,"[(14, 1), (10, 11), (1, 2), (10, 1)]",
[H][C@]12CC(=O)[C@H](CC(C)C)CN1CCC1=CC(OC([2H])([2H])[2H])=C(OC([2H])([2H])[2H])C=C12,"[(25, 26), (20, 21), (1, 2), (10, 1), (14, 1), (10, 11)]",
[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])CCN=C2,"[(17, 18)]",
[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])CCN=C2,"[(17, 18), (7, 8), (1, 4)]",
[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])CCN=C2,"[(1, 4), (7, 8), (17, 18), (16, 17)]",
[H]C(=O)NCCC1=CC(OC([2H])([2H])[2H])=C(OC([2H])([2H])[2H])C=C1,"[(17, 18), (12, 13)]",
[H]C(=O)NCCC1=CC(OC([2H])([2H])[2H])=C(OC([2H])([2H])[2H])C=C1,"[(17, 18), (12, 13), (1, 3)]",
[H]C(=O)NCCC1=CC(O)=C(O)C=C1,"[(7, 8)]",
CC(=O)C(CC(C)C)C[N+](C)(C)C,"[(9, 12)]",
CC(=O)C(CC(C)C)C[N+](C)(C)C,"[(9, 12), (8, 9)]",
[H][C@]12C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CCC1=CC(OC)=C(OC)C=C12,"[(5, 7)]",
CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,"[(4, 6)]",
CC(=O)Oc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OC(=O)NC(C)(C)c5nc(-c6ccccc6)no5)[C@@H](C2)N(CC2CC2)CC[C@]314,"[(13, 14), (1, 3)]",
CC(C)(N=C=O)c1nc(-c2ccccc2)no1,"[(6, 7), (16, 6)]",
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,"[(13, 15)]",
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,"[(13, 15), (6, 7)]",
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,"[(6, 7), (13, 15), (21, 23)]",
COc1ccc(NC(=O)c2ccc(C#N)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,"[(6, 7)]",
COc1ccc(NC(=O)c2ccc(C#N)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,"[(6, 7), (18, 20)]",
COc1ccc([N+](=O)[O-])c(C(=O)Nc2ccc(Cl)cn2)c1,"[(10, 12)]",
CN1CCN(C(=O)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)C2(COCc3ccccc3)COC(C)(C)O2)CC1,"[(45, 46), (46, 49)]",
CCOc1ccc(Cc2cc([C@]34OC[C@](COC(C)=O)(O3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)ccc2Cl)cc1,"[(32, 33), (27, 28), (22, 23), (16, 17)]",
CCOc1ccc(C(OCc2ccccc2)c2cc(Br)ccc2Cl)cc1,"[(6, 7), (7, 8)]",
CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,"[(2, 3)]",
CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,"[(2, 3), (7, 8), (8, 21)]",
COc1ccc(OCCCN(Cc2cccc(O)c2)c2nc3ccccc3o2)cc1,"[(10, 19), (10, 11)]",
CCS(=O)(=O)N1CC(=CC#N)C1,"[(2, 5)]",
CCS(=O)(=O)N1CC(=CC#N)C1,"[(2, 5), (7, 8)]",
CC(C)(C)OC(=O)N1CC(=CC#N)C1,"[(9, 10)]",
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4c3ccn4COCC[Si](C)(C)C)cn2)C1,"[(7, 11)]",
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4c3ccn4COCC[Si](C)(C)C)cn2)C1,"[(7, 11), (13, 14), (18, 19)]",
C[Si](C)(C)CCOCn1ccc2c(-c3cn[nH]c3)ncnc21,"[(12, 13)]",
C[Si](C)(C)CCOCn1ccc2c(-c3cn[nH]c3)ncnc21,"[(12, 13), (7, 8)]",
C[Si](C)(C)CCOCn1ccc2c(Cl)ncnc21,"[(7, 8)]",
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,"[(13, 14)]",
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,"[(13, 14), (7, 11)]",
CCS(=O)(=O)N1CC(CC#N)(n2cc(B3OC(C)(C)C(C)(C)O3)cn2)C1,"[(7, 11)]",
CCN1CCN(Cc2ccc(N)nc2)CC1,"[(10, 11)]",
CCN1CCN(Cc2ccc(N)nc2)CC1,"[(10, 11), (5, 6)]",
CCN1CCN(Cc2ccc(Br)nc2)CC1,"[(5, 6)]",
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,"[(11, 12)]",
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,"[(11, 12), (14, 15)]",
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,"[(14, 15), (11, 12), (22, 17)]",
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,"[(19, 20), (22, 17), (14, 15), (11, 12)]",
Cc1nc2c(F)cc(-c3nc(Cl)ncc3F)cc2n1C(C)C,"[(6, 7)]",
Cc1nc2c(F)cc(-c3nc(Cl)ncc3F)cc2n1C(C)C,"[(6, 7), (4, 18)]",
Cc1nc2c(F)cc(-c3nc(Cl)ncc3F)cc2n1C(C)C,"[(4, 18), (6, 7), (1, 2)]",
Cc1nc2c(F)cc(B3OC(C)(C)C(C)(C)O3)cc2n1C(C)C,"[(6, 7)]",
Cc1nc2c(F)cc(B3OC(C)(C)C(C)(C)O3)cc2n1C(C)C,"[(6, 7), (4, 19)]",
Cc1nc2c(F)cc(B3OC(C)(C)C(C)(C)O3)cc2n1C(C)C,"[(6, 7), (4, 19), (1, 2)]",
Cc1nc2c(F)cc(Br)cc2n1C(C)C,"[(4, 11)]",
Cc1nc2c(F)cc(Br)cc2n1C(C)C,"[(4, 11), (1, 2)]",
C/C(=N\c1c(F)cc(Br)cc1F)NC(C)C,"[(1, 2)]",
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,"[(29, 30)]",
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,"[(29, 30), (10, 11), (34, 10)]",
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,"[(10, 11), (34, 10), (12, 13), (29, 30), (17, 19)]",
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(Cl)nccn12,"[(10, 11), (34, 10)]",
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(Cl)nccn12,"[(10, 11), (34, 10), (12, 13)]",
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(Cl)nccn12,"[(10, 11), (34, 10), (12, 13), (17, 19)]",
NC(c1ccc(C(=O)Nc2ccccn2)cc1)c1nccnc1Cl,"[(1, 2)]",
NC(c1ccc(C(=O)Nc2ccccn2)cc1)c1nccnc1Cl,"[(1, 2), (6, 8)]",
O=C(Nc1ccccn1)c1ccc(B(O)O)cc1,"[(1, 2)]",
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"[(4, 5)]",
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"[(4, 5), (7, 8)]",
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"[(4, 5), (7, 8), (14, 15)]",
CP(C)(=O)c1ccccc1Nc1nc(Cl)ncc1Cl,"[(10, 11)]",
CP(C)(=O)c1ccccc1Nc1nc(Cl)ncc1Cl,"[(10, 11), (1, 4)]",
CP(C)(=O)c1ccccc1N,"[(1, 4)]",
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1N,"[(7, 8)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,"[(20, 21)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,"[(20, 21), (4, 5)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,"[(4, 5), (20, 21), (19, 30), (18, 19)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,"[(19, 30), (18, 19), (4, 5), (20, 21), (33, 34), (34, 30)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,"[(33, 34), (34, 30), (19, 30), (18, 19), (20, 21), (4, 5), (17, 18)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(N)N1CCN=C21,"[(4, 5)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(N)N1CCN=C21,"[(4, 5), (18, 19), (19, 21)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(N)N1CCN=C21,"[(4, 5), (19, 21), (18, 19), (24, 25), (25, 21)]",
COc1c(OCCCN2CCOCC2)ccc2c1N=C(N)N1CCN=C21,"[(4, 5), (24, 25), (25, 21), (19, 21), (18, 19), (17, 18)]",
COc1c(OCc2ccccc2)ccc2c1N=C(N)N1CCN=C21,"[(16, 17), (17, 19)]",
COc1c(OCc2ccccc2)ccc2c1N=C(N)N1CCN=C21,"[(16, 17), (17, 19), (23, 19), (22, 23)]",
COc1c(OCc2ccccc2)ccc2c1N=C(N)N1CCN=C21,"[(16, 17), (17, 19), (23, 19), (22, 23), (4, 5)]",
COc1c(OCc2ccccc2)ccc2c1N=C(N)N1CCN=C21,"[(16, 17), (17, 19), (23, 19), (22, 23), (4, 5), (15, 16)]",
COc1c(OCc2ccccc2)ccc(C2=NCCN2)c1N,"[(15, 16), (19, 15)]",
COc1c(OCc2ccccc2)ccc(C2=NCCN2)c1N,"[(15, 16), (19, 15), (4, 5)]",
COc1c(OCc2ccccc2)ccc(C2=NCCN2)c1N,"[(15, 16), (19, 15), (4, 5), (20, 21)]",
[H]C(=O)C1=C([N+](=O)[O-])C(OC)=C(OCC2=CC=CC=C2)C=C1,"[(8, 9)]",
[H]C(=O)C1=C([N+](=O)[O-])C(OC)=C(OCC2=CC=CC=C2)C=C1,"[(3, 18), (8, 9)]",
[H]C(=O)C1=C([N+](=O)[O-])C(OC)=C(OC(C)=O)C=C1,"[(3, 14)]",
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,"[(5, 6)]",
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,"[(5, 6), (20, 21)]",
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,"[(5, 6), (20, 21), (8, 19), (7, 8)]",
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,"[(8, 19), (7, 8), (20, 21), (5, 6), (8, 9)]",
FC(F)(F)c1cc(Nc2nc(Cl)nc(-c3cccc(C(F)(F)F)n3)n2)ccn1,"[(9, 10)]",
FC(F)(F)c1cc(Nc2nc(Cl)nc(-c3cccc(C(F)(F)F)n3)n2)ccn1,"[(9, 10), (12, 13)]",
FC(F)(F)c1cc(Nc2nc(Cl)nc(-c3cccc(C(F)(F)F)n3)n2)ccn1,"[(9, 10), (12, 13), (15, 26), (14, 15)]",
FC(F)(F)c1cc(Nc2nc(Cl)nc(-c3cccc(C(F)(F)F)n3)n2)ccn1,"[(9, 10), (12, 13), (15, 26), (14, 15), (15, 16)]",
FC(F)(F)c1cccc(-c2nc(Cl)nc(Cl)n2)n1,"[(12, 13), (9, 10)]",
FC(F)(F)c1cccc(-c2nc(Cl)nc(Cl)n2)n1,"[(12, 13), (9, 10), (14, 7), (7, 8)]",
FC(F)(F)c1cccc(-c2nc(Cl)nc(Cl)n2)n1,"[(14, 7), (7, 8), (12, 13), (9, 10), (6, 7)]",
O=c1nc(-c2cccc(C(F)(F)F)n2)[nH]c(=O)[nH]1,"[(3, 14), (2, 3)]",
O=c1nc(-c2cccc(C(F)(F)F)n2)[nH]c(=O)[nH]1,"[(3, 14), (2, 3), (3, 4)]",
COC(=O)c1cccc(C(F)(F)F)n1,"[(2, 4)]",
C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(=O)ON2C(=O)CCC2=O)cc1,"[(19, 21)]",
C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(=O)ON2C(=O)CCC2=O)cc1,"[(19, 21), (1, 2)]",
C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(=O)ON2C(=O)CCC2=O)cc1,"[(1, 2), (19, 21), (3, 4)]",
C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(=O)ON2C(=O)CCC2=O)cc1,"[(7, 10), (3, 4), (1, 2), (19, 21)]",
C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(=O)O)cc1,"[(1, 2)]",
C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(=O)O)cc1,"[(1, 2), (3, 4)]",
C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(=O)O)cc1,"[(1, 2), (3, 4), (7, 10)]",
COc1ccc(CSC(C)(C)CC(=O)N/N=C(\C)c2ccc(OCCCC(=O)O)cc2)cc1,"[(15, 16)]",
COc1ccc(CSC(C)(C)CC(=O)N/N=C(\C)c2ccc(OCCCC(=O)O)cc2)cc1,"[(15, 16), (12, 14)]",
COc1ccc(CSC(C)(C)CC(=O)N/N=C(\C)c2ccc(OCCCC(=O)O)cc2)cc1,"[(15, 16), (12, 14), (7, 8)]",
COc1ccc(CSC(C)(C)CC(=O)NN)cc1,"[(12, 14)]",
COc1ccc(CSC(C)(C)CC(=O)NN)cc1,"[(12, 14), (7, 8)]",
COc1ccc(CSC(C)(C)CC(=O)O)cc1,"[(7, 8)]",
[H][C@]12C[C@@H](N(C)C(=O)C3=CC=CC=C3)[C@@H](OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N12)C1=C3CNC1=O,"[(34, 36)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"[(5, 6)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"[(5, 6)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"[(5, 6), (23, 24)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"[(5, 6), (23, 24), (23, 15)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1N,"[(15, 16)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1N,"[(15, 16), (15, 7)]",
CCOc1cc2ncc(C#N)c(Cl)c2cc1NC(C)=O,"[(18, 19)]",
CCOc1cc2ncc(C#N)c(Cl)c2cc1NC(C)=O,"[(18, 19), (18, 10)]",
CCOc1cc2ncc(C#N)c(O)c2cc1NC(C)=O,"[(18, 10)]",
CCOc1cc2ncc(C#N)c(O)c2cc1NC(C)=O,"[(18, 10), (13, 14)]",
CCOC(=O)/C(C#N)=C/Nc1ccc(NC(C)=O)c(OCC)c1,"[(8, 9)]",
CCOc1cc2ncc(C#N)c(Cl)c2cc1NC(C)=O,"[(18, 10), (18, 19), (13, 14)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1N,"[(15, 16), (15, 7), (10, 11)]",
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"[(5, 6), (23, 24), (23, 15), (18, 19)]",
O=[N+]([O-])c1ccc(OCc2ccccn2)c(Cl)c1,"[(7, 8)]",
CC(C)(C)OC(=O)N1CCC[C@@H](c2ccc(Br)cc2)C1,"[(5, 7)]",
CC(C)(C)OC(=O)N1CCC[C@@H](c2ccc(Br)cc2)C1,"[(5, 7), (19, 7), (7, 8)]",
CC(C)(C)OC(=O)N1CCC[C@@H](c2ccc(Br)cc2)C1,"[(19, 7), (7, 8), (5, 7), (11, 19)]",
CC(C)(C)OC(=O)N1CCC[C@@H](c2ccc(Br)cc2)C1,"[(5, 7), (19, 7), (7, 8), (11, 12), (11, 19)]",
O=C1CC[C@@H](c2ccc(Br)cc2)CN1,"[(13, 1), (12, 13)]",
O=C1CC[C@@H](c2ccc(Br)cc2)CN1,"[(12, 13), (13, 1), (4, 12)]",
O=C1CC[C@@H](c2ccc(Br)cc2)CN1,"[(4, 12), (12, 13), (13, 1), (4, 5)]",
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,"[(9, 10)]",
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,"[(9, 10), (0, 1)]",
CC(C)(C)NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCN(C(=O)OC(C)(C)C)C4)cc3)nc12,"[(13, 14)]",
CC(C)(C)NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCN(C(=O)OC(C)(C)C)C4)cc3)nc12,"[(13, 14), (4, 5)]",
CC(C)(C)NC(=O)c1cccc2c[nH]nc12,"[(4, 5)]",
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,"[(10, 11)]",
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,"[(10, 11), (26, 5), (6, 7)]",
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,"[(10, 11), (26, 5), (6, 7), (25, 26)]",
CN(C)C(=O)c1cc2cnc(Cl)nc2n1C1CCCC1,"[(14, 5), (6, 7)]",
CN(C)C(=O)c1cc2cnc(Cl)nc2n1C1CCCC1,"[(14, 5), (6, 7), (13, 14)]",
Clc1nccc(NC2CCCC2)n1,"[(5, 6)]",
CN(C)C(=O)C(=O)CBr,"[(1, 3), (7, 8)]",
Cc1ccn(-c2cc(Cl)ccc2C(Oc2cc(-c3ccc(CC(NC(=O)OC(C)(C)C)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,"[(12, 13)]",
Cc1ccn(-c2cc(Cl)ccc2C(Oc2cc(-c3ccc(CC(NC(=O)OC(C)(C)C)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,"[(12, 13), (18, 19)]",
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(-c2cc(Cl)nc(N)n2)cc1)C(=O)O,"[(13, 14)]",
C=C[C@H](N[S@@](=O)C(C)(C)C)c1cc(OCc2ccccc2)no1,"[(1, 2)]",
C=C[C@H](N[S@@](=O)C(C)(C)C)c1cc(OCc2ccccc2)no1,"[(2, 3), (1, 2)]",
C=C[C@H](N[S@@](=O)C(C)(C)C)c1cc(OCc2ccccc2)no1,"[(1, 2), (2, 3), (13, 14)]",
C=C[C@H](N[S@@](=O)C(C)(C)C)c1cc(OCc2ccccc2)no1,"[(13, 14), (1, 2), (2, 3), (22, 10), (12, 21)]",
[H]/C(=N\[S@@](=O)C(C)(C)C)C1=CC(OCC2=CC=CC=C2)=NO1,"[(1, 15)]",
[H]/C(=N\[S@@](=O)C(C)(C)C)C1=CC(OCC2=CC=CC=C2)=NO1,"[(1, 15), (5, 6)]",
[H]/C(=N\[S@@](=O)C(C)(C)C)C1=CC(OCC2=CC=CC=C2)=NO1,"[(1, 15), (5, 6), (4, 13), (14, 2)]",
[H]C(=O)C1=CC(OCC2=CC=CC=C2)=NO1,"[(5, 6)]",
[H]C(=O)C1=CC(OCC2=CC=CC=C2)=NO1,"[(14, 2), (4, 13), (5, 6)]",
COC(=O)c1cc(O)no1,"[(9, 4), (6, 8)]",
[H][C@@]12C[C@@H]3C=C(OC)[C@]1(O3)C(=O)C1=C(ON=C1OCC1=CC=CC=C1)[C@H]2N(C)C,"[(8, 3), (6, 7)]",
[H][C@@]12C[C@@H]3C=C(OC)[C@]1(O3)C(=O)C1=C(ON=C1OCC1=CC=CC=C1)[C@H]2N(C)C,"[(8, 3), (6, 7), (1, 2)]",
C=C[C@@H](c1onc(OCc2ccccc2)c1[C@H](O)c1occc1OC)N(C)C,"[(4, 5)]",
Cc1c(F)cc(N(Cc2ccccc2)Cc2ccccc2)c(OCc2ccccc2)c1C(=O)Oc1ccccc1,"[(6, 7), (6, 14)]",
Cc1c(F)cc(N(Cc2ccccc2)Cc2ccccc2)c(OCc2ccccc2)c1C(=O)Oc1ccccc1,"[(6, 7), (6, 14), (22, 23)]",
