SMILES,ID,cut_bond
COc1ccccc1SCCCO,9c43a2db82,[]
COc1cnc(-n2c(=S)[nH]c3cc(C(=O)O)ccc3c2=O)c(OC)c1,f35a3cede2,[]
C[C@H](NC(=O)OC(C)(C)C)c1nc2ccn(C)c2cc1N1CCCC(N2C(=O)c3ccccc3C2=O)C1,9edf8c88b0,"[(24, 25)]"
Cc1ccccc1C=Nc1c2c(nc3ccccc13)CCCC2,6eef494d8d,"[(7, 8)]"
N#Cc1ccc(CCC(=O)N2CCCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)cc1,4ad9887551,"[(17, 20)]"
CC(C)NC(=O)c1cn(COCC[Si](C)(C)C)nc1-c1nc(-c2ccccc2)cs1,2ce1570996,"[(3, 4)]"
CN(C)CCCOc1ccccc1CCCCc1ccccc1,ab5b3872c4,"[(5, 6)]"
O=C(CCCOCc1ccccc1)N1C(=O)OC[C@@H]1Cc1ccccc1,e8cc917be3,"[(1, 13)]"
Cc1cc(-c2cccc(C(=O)CC(=O)Nc3cc(C#N)c(N4CCCCC4)cc3NC(=O)OC(C)(C)C)c2)on1,063c70f113,"[(12, 14)]"
CC(C)(C)OC(=O)NCCCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,6fb65cf921,"[(14, 15)]"
CCc1cc(NCc2nc3c(C)ccc(C)c3o2)c(=O)[nH]c1C,65aa2e4f59,"[(5, 6)]"
COc1ccc2nc(Sc3ccc(NC(=S)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)ccc2c1,cda4e3ba17,"[(13, 14)]"
O=C(NCCN1Cc2ccccc2N(C(=O)c2ccc(N3CCCC3)cc2Cl)CC1=O)c1ccccc1,657df38300,"[(1, 2)]"
Oc1ccc2nc(N3CC[C@@H](N4CCCCC4)C3)sc2c1,841d664335,[]
COC(=O)c1ccc(C(CC(C)C)Oc2ccc(Br)c(C3OCCCO3)c2)cc1,3143e35052,"[(8, 13)]"
OC(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc(-c3ccccc3)cc2)CC1,e64c251e60,"[(23, 24)]"
COc1cc(F)cc(C#N)c1,08a13ef68f,"[(1, 2)]"
CC(=O)Nc1ccc(-c2ccc(C(=C3CC(C)(C)CC(C)(C)C3)c3ccc(O)cc3)cc2)cc1,f66e3812a8,"[(7, 8)]"
COc1cc(C)nc(Nc2ccccc2)n1,999077fd2f,"[(1, 2)]"
CCOc1ccc(S(=O)(=O)N(Cc2ccc(C(=O)NC3C4CNCC43)cc2)Cc2ccccn2)cc1,6eb4d2d22d,[]
CC1CCC(C)N1c1cccc(N)n1,db1b237315,"[(6, 7)]"
COc1ccc(N(C)c2nc(NCCN)nc3ccccc23)cc1OC,bc5fa55d58,[]
CCN1CCCC(NC(=O)C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1,d649c14097,"[(7, 8)]"
O=[N+]([O-])c1cccc(C=NC2CCOc3ccccc32)c1,dc7b0fc337,"[(8, 9)]"
Cc1ccc(S(=O)(=O)OCCC2CCOCC2)cc1,558ad55089,"[(5, 8)]"
CC=CCOc1ccccc1I,f720a8ef48,"[(3, 4)]"
Cc1noc(-c2ccc(C#CCC(C)(C)C(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl,35859aeb9c,[]
Cc1c(-c2cccc(F)c2)nc2ccccc2c1Nc1cc(N2CCOCC2)ccc1N1CCOCC1,7e72cb3e23,"[(17, 18)]"
O=C1C(=O)c2ccccc2C2=C1SCC1(CCN(C(=O)c3cccc([N+](=O)[O-])c3)CC1)O2,ca08ce9fde,"[(17, 18)]"
CC1CN(c2cc3nc4c(cc3cc2F)c(=O)c(C(=O)O)cn4C2CC2)CCN1C,a94a7f4fb2,"[(28, 29)]"
COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4cccc(C)c4)c(C)c3)c2cc1OC,668af1e353,"[(14, 15)]"
O=C(/C=C/c1cnc(N[C@@H]2CCN(Cc3ccccc3F)C2)cn1)NO,b9d04710ba,[]
COc1cccc(Oc2nc3ccccc3n2-c2cc(C)nc(N)n2)c1,a4adcadbaa,"[(22, 23)]"
CC(C)OC(=O)COc1cccc(N(C)C2CCc3ccc(-c4cccc(F)c4)cc32)c1,79403c4364,"[(13, 14)]"
CCc1cc(-c2ccc(OC)cc2)n(-c2ccc(S(N)(=O)=O)cc2)c1,6f6f0e4e1d,"[(4, 13), (13, 24)]"
CS(=O)(=O)OCCOc1cccc2ccccc12,4442a72d8a,"[(1, 4)]"
COc1ccc(CCC(=O)c2ccc(OC)c(CCC(C)C)c2OCC(=O)O)cc1,3cf190d5a9,[]
Cc1cnc2cc(-c3ccc(S(=O)(=O)N4CCC5(CC4)CN(C4CC4)C(=O)CO5)cc3)ccc2c1,4d7c790164,"[(6, 7)]"
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCN(C)CC5)sc34)cc2F)c1,5f8553dc3f,"[(23, 25)]"
O=C(Nc1ccccn1)C(CC1CCCC1)c1ccc(-c2cccc3ccccc23)cc1,e4b54fafb5,"[(1, 2)]"
C[C@@H](NC(=O)[C@H]1C[C@@H]1c1ccc(OCC(=O)OC(C)(C)C)cc1)c1ccc(OCC(F)(F)F)cn1,7cd8d47aba,"[(12, 13)]"
COc1c(Cl)cc(C)c(C)c1NC(C)=O,c59f281b4c,"[(11, 12)]"
COC(CC(=O)O)c1ccc(NC(=O)C(C)Oc2ccc(C(C)C)cc2Br)cc1,4fb1919d53,[]
CCn1cncc1-c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4F)cc3F)c2s1,7e1847f963,"[(19, 20)]"
O=C1NC(=S)SC1=Cc1ccc(OCc2cccc3ccccc23)cc1,06b04f33dc,"[(6, 7)]"
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)NCCNC(=O)OC(C)(C)C)C(=O)OC2,0f54846455,"[(16, 18)]"
NC(=O)c1cnc(N)c(N)c1,ff4ce1a1da,[]
Clc1cccc(Cl)c1OCCCBr,3a3b9513fa,"[(8, 9)]"
CN(CCNS(C)(=O)=O)S(=O)(=O)c1ccc(-c2cn(C(=O)OC(C)(C)C)c3cc(F)ccc23)cn1,fe24710ab1,"[(15, 16)]"
COC(=O)c1ccc(CNCCc2ccccc2O)cc1,d07b9983c9,[]
CN1CCN(c2ccc(C(=O)N3CCOCC3)cc2S(N)(=O)=O)CC1,590153626b,"[(4, 5)]"
CN1CCN(CCOc2ccc(N3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1=O,3268b4a93a,"[(4, 5)]"
CC(C)c1nnc2ccc(OC3CCC(CC(=O)O)CC3)cn12,9d168c5552,[]
C1CC(N2CCC(Oc3nc4c(s3)CNCC4)CC2)C1,f86945a43e,[]
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc(Br)cc2)[nH]1)C(C)C,88ddd7484c,"[(6, 8)]"
CC[C@@H](CN1CCOCC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,215036e85d,[]
c1cnc(OC2CCN(CCOc3ccc(Oc4nc5ncccc5s4)cc3)CC2)nc1,6c81f1865d,"[(8, 9)]"
Cc1ccc(C(=O)N2CCOC3(CCN(CCc4cccc(C=O)c4)CC3)C2)s1,60db9b15d1,[]
CC(C)(C)OC(=O)N[C@H]1CCCC[C@H]1Nc1ncc2c(C(F)F)ncc(I)c2n1,915414d25c,"[(14, 15)]"
CCOC(=O)N1CCN(CCCCCO)CC1,5220f3624a,"[(8, 9)]"
CCCCCCCCCCCCc1ccc(-c2nc(C3(C#N)CC3)no2)cc1,87d71cb3e3,[]
c1ccc(C(c2ccccc2)c2ccncc2)cc1,73bc7320f3,[]
CC(Br)C(=O)OCCN=[N+]=[N-],2add4a06a8,"[(3, 5)]"
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ncc(Sc5cc(F)cc(F)c5)cc34)c(N(C(=O)C(F)(F)F)C3CCOCC3)c2)CC1,c6889d13b4,"[(9, 11)]"
CS(=O)(=O)Nc1cccc2c1cnn2C(CO)(CC(F)F)c1ccc(C(F)(F)F)cc1,7f7e66f0a8,[]
COc1c(N)cc(C(C)(C)C)cc1NS(=O)(=O)N(C)C,3f4f76f63e,"[(13, 14)]"
COc1ccc(C(=O)c2sc(C(C)C)cc2O)cc1,d87dec49eb,[]
COC(=O)c1ccc(C)nc1-n1ccc(C)n1,c70653d7cd,"[(10, 11)]"
CC(C)(C)OC(=O)N1CCC(CN2CCNCC2)CC1,b8f8b2ee1f,"[(11, 12)]"
COc1ccccc1CN(C(=O)CN=[N+]=[N-])c1ccccc1Oc1ccccc1,d8e750dc95,"[(12, 13)]"
COc1nc(N)ccc1-c1cnn(C(=O)OC(C)(C)C)c1,0bde34ffbf,"[(8, 9)]"
Clc1ccc(CSC(CCc2ccccc2)Cn2ccnc2)cc1Cl,969ef3391d,"[(6, 7)]"
Cc1ccc(C(C)(C)C(=O)c2cnn3c2NC(c2ccccc2)CC3(C)C)cc1,600596d7d2,[]
FC(F)(F)c1cccc2c(-c3cccc(NCc4cc(Br)cs4)c3)c(Cc3ccccc3)cnc12,6ba222e1bb,"[(15, 16)]"
COc1cccc(CCNC(=O)N[C@H](Cc2cc(Br)c(O)c(Br)c2)C(=O)N[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)N2CCN(C3CCN(C)CC3)CC2)c1,2dc3d562b5,"[(40, 42)]"
CC(C)(C)OC(=O)NC1=NC(c2ccc(O)cc2)(c2cccc(Br)c2)c2ccccc21,636f0bd904,[]
O=C(O)c1ccc(-c2nn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2-c2ccc3ncc(-c4nccs4)n3c2)s1,a1055ac807,[]
NCCN1CCC(c2ccccc2)(c2ccccc2)C1,112470c9bf,[]
COc1ccc(C(C)C)cc1-c1ccc(C(F)(F)F)cc1[C@H]1OC(=O)N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,dcad933448,"[(10, 11)]"
NC1Cc2ccc(C(=O)NCc3ccccc3)cc2C1,71ed46c91a,[]
CCOC(=O)c1nn(C)c2c1CCc1cnc(O)nc1-2,352ca554eb,[]
COCCOc1cc(Br)cc(C=O)c1,2a5757262f,"[(10, 11)]"
O=C(O)c1csc(NC(=O)c2ccccc2-c2ccccc2)n1,a0a0065518,[]
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(CCCN2CCC(c3ccccc3)CC2)C[C@H]1Cc1c[nH]c2ccccc12,316de2dd8e,"[(22, 23)]"
Cc1cccc(NC(=O)NCC(=O)N(CC(=O)OC(C)(C)C)c2cccc(Cl)c2Cl)c1,80825c3fb5,"[(11, 13)]"
C[C@H](NC(=O)C(Br)CCBr)c1ccc(F)cc1,72fad9c8ca,"[(2, 3)]"
O=C1c2ccccc2C(=O)N1Cc1nocc1-c1ccccc1,5700b3de99,"[(10, 11)]"
O=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1,b7eb370436,[]
Brc1cc2c(cn1)OCCN2,f6b1ed00ad,[]
Cc1ccc(N2CCN(CCCc3cc(-c4ccc(F)cc4)n(C(C)(C)C)n3)CC2)cc1C,c096bf72dd,"[(8, 9)]"
CCOC(=O)C(=NOC(=O)OC(C)(C)C)C(C)=O,5590dfc761,"[(8, 10)]"
Nc1ccc(C(O)(CO)CO)cc1,0bb03b0294,[]
FC(F)(F)c1ccc(NC2CCNCC2)nc1,b80ee85e30,[]
C[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(OCC2CC2)cc(N2CCCC2=O)c1)C(=O)NC1CC2CCC1C2,2520eba653,"[(13, 14)]"
O=CC(=C(c1ccc(F)cc1)c1ccc(F)cc1)c1nnn(C(c2ccccc2)(c2ccccc2)c2ccccc2)n1,18ba341da4,[]
N#Cc1c[nH]c2ccc(CCNC(=O)c3ccc(-c4ccnc(NCCCCCN5CCOCC5)n4)cc3)cc12,192f6035b3,"[(22, 23)]"
CCc1nc(-c2ccc(F)cc2)cs1,507ee7b082,"[(3, 4), (12, 13)]"
CC(C)(C)NC(=O)c1nn(-c2cnccn2)c2c1C[C@H]1C[C@@H]21,e243872c3c,"[(4, 5)]"
CCCCC1(CC)CN(c2ccccc2)c2cc(Br)c(OCCC(=O)N[C@@H](C(=O)O)c3ccccc3)cc2S(=O)(=O)C1,5aef2d7a40,[]
Nc1cnc(-c2ccc(C3CCC3)c(OCc3cccc(F)c3F)c2F)cn1,4cb621af2a,"[(14, 15)]"
Cc1[nH]c(C=C2C(=O)Nc3cc(-c4cccnc4)ccc32)c(C)c1C(=O)NCCCN(C)C,fa21f9d709,"[(4, 5)]"
Oc1ccc(CCOCCCCl)cc1,3c9d372433,[]
CCOC(=O)[C@H]1[C@H](O)C[C@@H]2CC3(C[C@@H]21)OCCO3,993482ec63,[]
CCc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1ccc(C(=O)O)cc1,8bcb6d7274,[]
COc1ccc(Nc2nc(Nc3cccc(CCCO)c3C)ncc2Cl)c(NS(C)(=O)=O)c1,16436fcf98,[]
CCOC(=O)c1ccc(C#Cc2ccc(C3(OC(C)C)CC3)cc2)cc1,6bb287722a,"[(8, 9)]"
CC(C)Oc1ccc(-c2nc(-c3cc(F)cc4c(CCC(=O)O)c[nH]c34)no2)cc1C#N,e84cc6de88,[]
CCCc1c(S(=O)C2CCCCC2)c2cc(Cl)ccc2[nH]c1=O,29dec5650f,"[(5, 6)]"
CC1(C)[C@@H](C#CC(=O)OCC(Cl)(Cl)Cl)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,327a0e8731,"[(15, 17)]"
O=C(O)c1cc(Cl)c(Oc2ncccc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl,0c6308fcf1,[]
COc1ccc(C(=O)c2ccc(Cl)cc2C(=O)O)cc1,bd18e69239,"[(6, 8)]"
O=C1c2ccccc2OCCC1(CO)COC(=S)Nc1ccc(F)cc1F,15ef2aa52a,"[(15, 16)]"
Cc1cncc(-c2ccc(-c3cnn(C)c3)c(C(=O)O)c2)c1,3b498af1da,[]
CC(C)(C)OC(=O)Nc1nc2ccc(Sc3nnc4ccc(N5CCOCC5)nn34)cc2s1,c7e1deffc2,"[(14, 15)]"
CN1CCC(OC(c2cccc(N3CCC(NC(=O)OC(C)(C)C)C3)c2)c2nc3ccccc3s2)CC1,63debfa261,"[(11, 12)]"
CCNC[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,50d553beb1,[]
Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,aa61194d60,"[(12, 13)]"
CN(CCc1ccncc1)C(=O)Nc1ccc2c(c1)-c1ccccc1S2=O,97c44f8807,"[(1, 10)]"
CC(C)Cn1nc(-c2ccc(S(C)(=O)=O)cc2)cc(CN2CCN(C)CC2)c1=O,3687b88288,"[(19, 20)]"
O=C(CSc1nc2ccc(Cl)cc2s1)N1CCCc2ccccc21,d1f4c46c57,"[(2, 3)]"
COc1cc2c(cc1N1CCN(C)CC1)C/C(=C\c1cccnc1)C2=O,41a2e2ec8d,"[(16, 17)]"
CCc1nc2c(C)cc(CC3CCCC3=O)nc2n1[C@H]1CCc2cc(-c3ccccc3-c3nnnn3C(c3ccccc3)(c3ccccc3)c3ccccc3)ccc21,a2393ccb51,[]
COc1cc(C(C)=O)ccc1OCCCN1CCC(C(O)(c2ccccc2)c2ccc(F)cc2)CC1,d0bdd288f5,"[(14, 15)]"
N#Cc1ccc(F)c(F)c1Oc1ncnc2c1cnn2C1CCN(C(=O)OC2CCCC2)CC1,4927efd2bb,"[(23, 24)]"
COC(=O)c1cccc(O[C@H](C)C(=O)OCc2ccccc2)c1,fbf80d9975,"[(9, 10)]"
COc1ccc(CC2(O)CCN(CC3Cc4cc(OCc5ccccc5)ccc4O3)CC2)cc1,fac918353a,"[(11, 12)]"
CS(=O)(=O)N1CCCC(O)C1,8a00bac8fc,"[(1, 4)]"
CC(=O)N(C)[C@H]1CCN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C1,568ca38225,"[(1, 3)]"
CC(=O)N1CCc2ccc(NC(=O)C3CCc4nc(C(C)(C)C(F)(F)F)ccc4C3)cc21,be5f301645,"[(10, 11)]"
NNC(=O)c1cc(N2CCNCC2)ccn1,2c474e1b7a,"[(6, 7)]"
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3F)C2)nc1C(F)F,261305a9a7,"[(14, 16)]"
CC(C)(C)OC(=O)N[C@@H]1CCN(c2cc(C3CCCCC3)nc(Cl)n2)C1,3ad0aaf307,"[(11, 12)]"
CCOC(=O)OC(C)OC(=O)c1cc(C)c2[nH]c(=O)n(-c3cc(S(=O)(=O)C(C)(C)c4ccccc4)c(OC)cc3Cl)c2n1,09cabca945,"[(6, 8)]"
O=C(O)c1ccc(N2CCCC2=O)cc1,b583884be6,[]
COc1cc(CO)c(OC)c(C)c1C,bbdd207273,[]
CC(=O)Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1,74130fb0b6,"[(8, 9)]"
C=CCCCCCOC(=O)N[C@H](C(=O)N1C[C@H](OCC#Cc2ccccc2C=C)C[C@H]1C(=O)OC)C(C)(C)C,a65e116f83,"[(26, 27)]"
CCC(C)(C)Nc1cccnc1N(C)C1CCNCC1,c731c18a0e,[]
Cc1ccc(Nc2ccccc2CC(=O)O)c(C)c1,f7af9cdace,"[(5, 6)]"
CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCSCC5)cc4)cc3)nc21,71031c8ee2,"[(27, 29)]"
Cc1ccc(C(C)C)c(N2C(=O)C(C(C)(C)O)S/C2=N\C(=O)NCCc2ccc(-c3ncn(-c4ccc(OC(F)(F)F)cc4)n3)cc2)c1,3178ebdf8c,"[(12, 13)]"
C[N+]1(Cc2ccccc2)CCN(c2nc3ccccc3o2)CC1,b5d7852f0c,"[(1, 2)]"
Cc1cnc(C)n2nc(/C=C/c3nc(N4CCC4)nn3C)nc12,fa905a349e,"[(13, 14)]"
O=C1C(c2cccnc2)=C(c2ccccc2)c2ccc(OCC[N+]3([O-])CCOCC3)cc21,29554dd8f7,"[(23, 24)]"
COC(=O)c1ccccc1Oc1ccc2c(c1)CC[C@H](CN(C[C@@H](COc1ccccc1)O[Si](C)(C)C(C)(C)C)C(=O)OC(C)(C)C)O2,4a7590df1f,"[(10, 11)]"
COc1cc2ccc(=O)oc2cc1OCCCN1CCC(c2ccccc2)CC1,fd4b7510fe,"[(16, 17)]"
Cc1cc(-c2cc(C(F)(F)F)nc(-n3cnc(-c4ccc(S(=O)(=O)NC(C)(C)C)cc4)c3)n2)ccc1C(F)(F)F,acb866d816,"[(16, 17)]"
Nc1cc(Br)ccc1SCCCCl,7c3cefba86,[]
Fc1cc(C(F)(F)F)cc(C(Cc2ccccc2)(Nc2nc3ccccc3[nH]2)c2ccc(Cl)cn2)c1,52fb0b9f61,"[(19, 20), (19, 27)]"
c1ccc(Cn2ccc3ccccc32)cc1,1bb5ce11c5,"[(4, 5)]"
COC(=O)c1cc(Cl)ccc1NC(=O)OCc1ccccc1,0583bfe354,"[(11, 12)]"
Cc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CS3)cc1,f122cab234,[]
O=C(NCc1ccc(F)cc1)c1cccc(-c2nn(C3CCCCO3)c3ccc(-c4ncn(C(c5ccccc5)(c5ccccc5)c5ccccc5)n4)cc23)c1,411e34bddd,"[(1, 2)]"
COc1ccc(C(=O)Nc2c(O)cccc2[N+](=O)[O-])cc1,4e6adafb0b,"[(6, 8)]"
NC(=O)c1cnn2c1NCC=C2c1cccc(F)c1,c0864c69f3,[]
CN(c1ncccc1CNc1nc(Nc2ccc(CNC(CO)CO)cc2)ncc1C(F)(F)F)S(C)(=O)=O,82496060d4,"[(18, 19)]"
Cn1cc(S(=O)(=O)N2CCC(F)(C(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)c(C(F)(F)F)n1,c31fc1dc9b,"[(12, 14)]"
Cc1c(-c2ccc(C(F)(F)F)cc2)nn(C)c1C(C)(C)O[SiH2]C(C)(C)C,d3a0fd4947,"[(0, 1)]"
Cc1cc(C)n(-c2ccc(C#N)c(Cl)c2)n1,92bcfc6d26,"[(5, 6)]"
O=C(O)c1cn2c(C(=O)NCC34CC5CC(CC(C5)C3)C4)cccc2n1,d90c4fb1f6,[]
CCOC(=O)/C=C/c1ccc(/C=C/C(=O)O)cc1,757810ac41,[]
COC(=O)CCc1ccc2cccc(O)c2n1,a247633719,[]
COC(=O)c1cc(C)ccc1-c1ccn(C)n1,7247fdca16,"[(14, 15)]"
COc1nccnc1C1(O)CN2CCC1CC2,7b091c2c84,"[(1, 2)]"
CC(=O)NC[C@H]1CN(c2ccc(N3CCC(n4nnc(N5CCN(C(C)=O)CC5)n4)CC3)c(F)c2)C(=O)O1,f1ff423c9b,"[(23, 24)]"
O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(-c2ccc3ccnc(O)c3c2)c1,00467cbeb0,"[(17, 18)]"
CC(C)(C#N)c1cc(NC(=O)C(C)(C)S(=O)(=O)CCCC(F)(F)F)on1,ad4b1a24dc,"[(8, 9)]"
O=C(NC1CCn2c(CCc3ccccc3)nc3cccc1c32)c1ccccn1,5b2c1107e2,"[(1, 2)]"
COC(=O)[C@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br,6e9884bc0a,"[(4, 12)]"
COc1cc(C(=O)N(C(C)C)C(C)C)ccc1O,240baa37ad,[]
Cn1c(Cl)nc(C(=O)N2CCC2)c1C(=O)NCCc1nc2ccccc2n1C,8a19699997,"[(6, 8)]"
C[Si](C)(C)C#Cc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,4316895545,"[(5, 6)]"
CN1CCN(c2ccc(Nc3nc4c(NCc5ccccc5S(C)(=O)=O)cccn4n3)cc2)CC1,4bd86d1f7e,"[(9, 10)]"
CN(C)C(=O)C(=O)c1c[nH]c2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc12,380f0facfc,"[(14, 15)]"
CO/N=C(/C(=O)OC)c1c(C)cccc1COc1ccccc1C,1b0070eacf,"[(15, 16)]"
CCCCC/C=C\C/C=C\CCCCCCCCOC(CN)OCCCCCC,d9c920899a,[]
CC(C)(C)[Si](C)(C)O[C@H]1CN(c2cncc(Cl)n2)[C@@H]1C(=O)NCC(F)(F)F,dd6d9fb355,"[(19, 21)]"
COC(=O)c1c(O)cccc1F,2b6e38d8c6,"[(1, 2)]"
CC(C)NC(=O)c1ccc2n1CCN(C(=O)c1cc3ncc(Br)cn3n1)C2,1516996bdc,"[(13, 14)]"
O=[N+]([O-])c1ccc(CO)cc1F,45b028f1d5,[]
Cc1c(C(=O)NNc2ccccc2)c2ccccc2[nH]c1=O,8c96f8b4dd,"[(3, 5)]"
CN1CC(NC(=O)OC(C)(C)C)=NC(C)(c2cc(N)ccc2F)C1,fb835b3c82,[]
Nc1cc(Br)cnc1Br,c6c8894962,[]
CNc1ccc(-c2nc3ccc(O)cc3o2)cn1,90c303de54,[]
CC(C)(C(=O)c1ccc(SCCCCCCS)cc1)N1CCOCC1,a0268d755e,"[(8, 9)]"
Cc1cc(CC(=O)O)c2c(C)c(Cc3ccc(Cl)cc3)c(C)nc2c1,2bf29a404d,[]
COc1cc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc2ccc(C)cc12,ae734807fd,"[(4, 5)]"
COc1ccc(Cn2ncc3c(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)ccnc32)cc1,b774c435b7,"[(17, 18)]"
FCc1cccc(C#CCCc2cnc3cc(F)c(F)cc3n2)n1,b9b29a1a1c,"[(6, 7)]"
N#Cc1ccc(COCC[N+]23CCC(CC2)[C@@H](OC(=O)C2(c4ccccc4)CCCCCC2)C3)cc1,af77080662,"[(9, 10)]"
C[C@@H](c1ccc([N+](=O)[O-])cc1)N(C)C(=O)OCc1ccccc1,c96458da83,"[(11, 12)]"
COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,69d197bd02,"[(4, 5)]"
C=CCc1cc(N)cc(CC=C)c1C,651e625d91,[]
O=C1CC(Nc2cc([N+](=O)[O-])ccc2Cl)=NN1c1c(Cl)cc(Cl)cc1Cl,64a6c6b5b6,[]
NNc1cc(C(F)(F)F)c(Cl)cn1,a6a1c88747,"[(1, 2)]"
CC(C)(C)OC(=O)N1CC[C@H](O)[C@H]1COS(C)(=O)=O,b1f88f72fa,"[(14, 15)]"
Cc1[nH]c2ccnc(N3CCc4ccccc4C3)c2c1Cc1ccccc1,161bb83e0a,"[(7, 8)]"
CCOC(=O)c1cc2cc(COS(C)(=O)=O)ccn2c1C(C)C,2d9b906996,"[(11, 12)]"
CCCCc1ncc(C=O)[nH]1,a357b87395,[]
CCNC(=O)Nc1nc2ccc(Br)c(OC)c2s1,c28d6e1b00,"[(14, 15)]"
N#Cc1cccc(C(CN2CCNCC2)C2(O)CCCCC2)c1,e184a9007d,[]
COc1c(C(F)(F)F)cc([N+](=O)[O-])c(NN(C)C)c1[N+](=O)[O-],ef4361b5fe,"[(1, 2)]"
C=CC(C)n1ncn(-c2ccc(N3CCN(c4ccc(CSC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,17af1cc40f,"[(2, 4)]"
CCOC(=O)CCC(C)=Cc1ccccc1,9f688d03ef,"[(7, 9)]"
Fc1cc(Oc2ccc(-c3c[nH]c(COc4ccccc4)n3)cc2)ccc1N=C=S,61aacc9456,"[(27, 28)]"
Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@@H]3C[C@@H]3C[C@H]2CNc2cc(C(F)(F)F)c(C#N)c(Cl)n2)n1,1db55e5379,"[(22, 23)]"
Cc1ccc(S(=O)(=O)n2cc(C=O)c3cc(Br)cnc32)cc1,3156d341e6,"[(5, 8)]"
Cc1ccc(S(=O)(=O)NC2Cc3ccc(C(C)C(=O)O)cc3C2)cc1,30f5aafa9a,[]
COC(=O)COc1ccc(OCc2nc(-c3cccnc3)c(Br)s2)cc1C,8243db7bb1,"[(10, 11)]"
c1ccc(-c2cnc(NC3CCN(CC45CC(c6ccccc64)c4ccccc45)CC3)nc2)cc1,86b95ee9e9,"[(7, 8)]"
COC(=O)CNc1cc(C(=O)OC)ccc1[N+](=O)[O-],8c6fa9385c,"[(5, 6)]"
COCOc1ccc(N2CCCC2=O)cc1Cc1ccccc1,01b022a7ba,"[(7, 8)]"
N#Cc1cccc(Oc2ncccc2C(=O)NCc2ccc(S(N)(=O)=O)cc2)c1,a4ddc07002,"[(14, 16)]"
CC(C)(C)OC(=O)N1CCCc2ccc(C(=O)OCC3CCN(c4ccncc4)CC3)cc2C1,027b9e4a4c,"[(15, 17)]"
Clc1ccc(-c2cc(Cn3ccnc3)no2)s1,f519a5df5d,"[(8, 9)]"
CC(C)N(Cc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(O)ccc4c3)CC2)cc1)C(C)C,434917f8a4,[]
CCCCCCCC=C/C=C/C(=O)OCC,2439057fce,"[(4, 5), (7, 8)]"
C[C@H]1CC[C@H]([C@H](NC(=O)c2cc3ccccc3cc2NC(=O)Nc2c(Cl)cc(Cl)cc2Cl)C(=O)O)CC1,db1a206f92,[]
